id,GLOBAL_SCORE
EK202310191726,139.92
EK202310237659,148.65
EK202310202929,157.19
EK202310138221,136.7
EK202310213944,143.63
EK202310217592,138.98
EK202310156873,144.5
EK202310154026,130.87
EK202310227896,135.14
EK202310165724,154.89
EK202310160534,140.39
EK202310238733,139.65
EK202310187242,161.47
EK202310160829,142.03
EK202310160276,149.35
EK202310137939,135.73
EK202310200291,138.5
EK202310238138,134.52
EK202310217144,142.51
EK202310196491,142.91
EK202320006298,146.94
EK202310228178,136.5
EK202310138802,144.85
EK202310240713,136.4
EK202310175243,143.19
EK202310207967,126.26
EK202310107352,137.56
EK202310211309,135.47
EK202310131783,143.55
EK202310166826,156.62
EK202310112512,131.29
EK202310153955,154.21
EK202310223762,143.87
EK202310220803,137.73
EK202310191806,142.87
EK202310139794,138.54
EK202310004495,136.68
EK202310165321,146.22
EK202310152644,152.08
EK202310107844,135.81
EK202310224636,151.83
EK202310182912,151.76
EK202310227725,132.56
EK202310129401,136.44
EK202310132710,143.84
EK202310167591,149.43
EK202310209362,139.89
EK202310191553,148.84
EK202310191129,142.62
EK202310229273,137.76
EK202310177141,155.54
EK202310210987,130.9
EK202310246808,137.34
EK202310186424,144.18
EK202310243671,145.91
EK202310157978,132.0
EK202310141176,140.08
EK202310166632,158.89
EK202310188518,137.0
EK202310176726,155.53
EK202310232858,169.51
EK202310203103,140.96
EK202310172581,142.6
EK202310129669,143.36
EK202310149026,147.1
EK202310151271,139.73
EK202310164311,137.83
EK202310193156,153.29
EK202310183315,146.42
EK202310129742,169.55
EK202310244163,139.7
EK202310162820,143.28
EK202310158627,151.87
EK202310195793,130.66
EK202310243898,147.93
EK202310211036,131.7
EK202310231066,134.7
EK202310188792,152.49
EK202310181166,146.05
EK202310240476,133.48
EK202310197771,164.56
EK202310141037,149.37
EK202310204780,142.46
EK202310191058,153.58
EK202310173228,137.34
EK202310197491,149.66
EK202310156720,150.2
EK202310244219,141.06
EK202310119128,138.91
EK202310241327,160.97
EK202310152238,149.12
EK202310179839,140.24
EK202310238196,138.53
EK202310153091,165.36
EK202320006753,172.79
EK202310123570,143.87
EK202310163341,136.21
EK202310162440,160.09
EK202310151053,134.87
EK202310188188,145.48
EK202310127289,159.05
EK202310248374,132.78
EK202310167393,146.98
EK202310192930,139.81
EK202310113187,138.86
EK202310174516,145.66
EK202310187588,133.86
EK202320007750,148.25
EK202310189741,172.25
EK202310174859,146.7
EK202310195086,146.21
EK202310183873,162.74
EK202310171631,147.17
EK202310123283,126.24
EK202320006306,173.17
EK202310139834,131.02
EK202310239785,144.48
EK202310153276,141.99
EK202310180328,160.96
EK202310207645,151.49
EK202310130192,160.55
EK202310154977,143.71
EK202310139793,142.73
EK202310243107,139.77
EK202310209482,150.14
EK202310241115,131.53
EK202310214880,130.58
EK202310240253,135.53
EK202310226088,145.39
EK202320006633,174.34
EK202310245104,152.81
EK202310112870,143.05
EK202310161734,155.22
EK202310225927,135.25
EK202310145336,148.64
EK202310137212,134.32
EK202310190306,134.62
EK202310172851,152.35
EK202310231101,138.86
EK202310212990,127.45
EK202310122658,137.3
EK202310176278,145.05
EK202310200882,140.82
EK202310152325,138.36
EK202310151272,148.26
EK202310194215,161.78
EK202310185678,145.62
EK202310243281,140.66
EK202310120514,133.93
EK202310126433,135.47
EK202310122944,131.94
EK202310236394,134.18
EK202310218087,148.22
EK202310151593,166.68
EK202310110201,131.5
EK202310131708,142.15
EK202310111333,141.29
EK202310183969,151.95
EK202310161113,166.2
EK202310184302,143.21
EK202310152148,144.91
EK202310236146,128.33
EK202310229823,136.4
EK202310133950,160.11
EK202310176959,138.25
EK202310003859,152.44
EK202310185070,150.5
EK202310004826,142.2
EK202310192593,130.6
EK202310212457,136.29
EK202310133750,130.1
EK202320007484,170.36
EK202310190675,151.08
EK202310129882,149.84
EK202310216142,131.85
EK202310197446,153.93
EK202310243332,143.52
EK202310139113,153.74
EK202320007314,155.18
EK202310192244,153.97
EK202310209792,138.37
EK202310218921,139.24
EK202310128700,136.48
EK202310219548,136.3
EK202310230864,136.89
EK202310141941,145.22
EK202310206423,137.75
EK202310188250,140.12
EK202310180278,129.39
EK202310123620,138.37
EK202310180928,134.01
EK202310148298,132.33
EK202310124265,151.44
EK202310125883,146.67
EK202310128123,136.56
EK202310234185,132.1
EK202310141809,163.65
EK202310125724,145.4
EK202320006085,153.01
EK202310232099,141.91
EK202310193331,143.64
EK202310205400,151.19
EK202310160975,143.25
EK202310203863,139.08
EK202310126413,131.81
EK202310118450,148.31
EK202310133563,140.99
EK202310239448,127.7
EK202310114694,139.37
EK202310158288,156.9
EK202310122422,137.59
EK202310235320,135.66
EK202310201960,132.07
EK202310194645,149.34
EK202310214962,154.53
EK202310247868,156.0
EK202310126826,140.21
EK202310120690,143.58
EK202320006557,165.36
EK202310224482,136.17
EK202310188666,135.5
EK202310167967,155.76
EK202310240200,141.73
EK202310183867,141.7
EK202310195682,130.99
EK202310108034,149.39
EK202310143324,136.83
EK202310139977,138.69
EK202310134578,136.99
EK202310003485,139.92
EK202310127332,148.19
EK202310195959,147.23
EK202310173389,132.72
EK202310120326,122.79
EK202310228101,131.47
EK202310194577,137.2
EK202310230845,136.03
EK202310144430,141.3
EK202310155784,149.78
EK202310160254,157.19
EK202310118458,149.48
EK202310134107,154.04
EK202310247672,148.01
EK202310233715,139.85
EK202310192802,163.68
EK202310226073,132.82
EK202310112128,146.73
EK202310214142,162.77
EK202310205070,141.59
EK202310191656,135.62
EK202310108700,133.34
EK202310121333,146.75
EK202310153942,141.37
EK202310228151,139.84
EK202310185062,143.99
EK202310133213,162.08
EK202310242233,138.53
EK202310143796,138.56
EK202310202444,150.75
EK202310166800,144.73
EK202310191020,137.45
EK202310122069,136.03
EK202310221793,146.5
EK202310235848,146.79
EK202310205016,145.74
EK202310119021,154.26
EK202310222995,164.07
EK202310114479,132.37
EK202310182453,151.39
EK202310143133,143.74
EK202310175194,137.49
EK202310144671,136.16
EK202310245023,142.21
EK202310144979,145.08
EK202310235216,146.74
EK202310247586,137.52
EK202310105223,143.57
EK202310163741,165.61
EK202310141732,149.7
EK202310142505,140.13
EK202310131799,159.41
EK202310209090,144.41
EK202310159139,154.74
EK202310214093,145.71
EK202310199515,137.65
EK202310228095,133.77
EK202310173578,136.56
EK202310170010,150.78
EK202310164861,139.61
EK202310167580,135.76
EK202310225936,124.06
EK202310147008,144.69
EK202310187537,143.31
EK202310170479,147.11
EK202310238268,137.78
EK202310231268,135.67
EK202310167280,146.25
EK202310203266,132.5
EK202310179810,132.38
EK202310107445,147.63
EK202310107969,154.19
EK202310127481,137.86
EK202310180706,134.14
EK202310125230,139.6
EK202310127751,135.1
EK202310172588,151.14
EK202310202984,154.09
EK202310104212,134.35
EK202310106923,131.38
EK202310147971,147.52
EK202310243146,135.89
EK202310171023,148.53
EK202310109775,145.53
EK202310205700,141.35
EK202310143997,140.18
EK202310132126,131.5
EK202310127316,160.28
EK202310107147,140.42
EK202310151185,147.95
EK202310228200,136.1
EK202310117856,149.84
EK202320005717,155.68
EK202310129616,140.35
EK202310232791,144.87
EK202310243834,139.04
EK202310246208,147.68
EK202310160233,149.48
EK202310149219,144.79
EK202310108589,141.03
EK202310204725,141.57
EK202310243502,139.14
EK202310114320,128.15
EK202310202291,133.13
EK202310237771,145.6
EK202310216760,147.31
EK202310244222,150.71
