id,GLOBAL_SCORE
EK202310231327,117
EK202310129440,153
EK202310229405,153
EK202310233561,153
EK202310141433,153
EK202310164651,153
EK202310201935,153
EK202310184574,153
EK202310223915,153
EK202310200908,153
EK202310128941,153
EK202310186952,153
EK202310193974,153
EK202310169879,153
EK202310172093,153
EK202310184529,143
EK202310230089,153
EK202310181118,153
EK202310204225,153
EK202310112100,153
EK202310222373,153
EK202310182126,153
EK202310169072,153
EK202310203100,153
EK202310228065,153
EK202310003374,153
EK202310231993,153
EK202310166999,143
EK202310113561,143
EK202310150384,153
EK202310204151,153
EK202310243179,153
EK202310229664,153
EK202310214850,153
EK202310203348,153
EK202310146725,153
EK202310134763,153
EK202310145729,153
EK202310246535,153
EK202310141577,153
EK202310216160,153
EK202310116782,153
EK202310211327,153
EK202310204090,153
EK202310175898,153
EK202310226259,153
EK202310151274,153
EK202310154215,153
EK202310174277,143
EK202320006496,153
EK202310141969,153
EK202320005622,153
EK202310157093,153
EK202310139909,153
EK202310209908,153
EK202310218730,153
EK202310229718,153
EK202310111615,153
EK202310138168,153
EK202310162118,153
EK202310164185,153
EK202310123341,143
EK202310154152,153
EK202310169662,153
EK202310195289,153
EK202310247758,153
EK202310223580,153
EK202310104690,153
EK202310234439,153
EK202310225052,143
EK202310139674,153
EK202310186662,153
EK202310198339,153
EK202310219978,153
EK202310205279,153
EK202310241147,153
EK202310225981,153
EK202310168112,153
EK202310226106,153
EK202310116095,123
EK202310114593,153
EK202310175636,143
EK202310117905,153
EK202310200614,153
EK202310137390,153
EK202310196458,153
EK202310212839,153
EK202310149449,153
EK202310172721,153
EK202310133382,153
EK202310171991,153
EK202310178147,153
EK202310210822,123
EK202310169958,153
EK202310216612,153
EK202310190351,153
EK202310128333,153
EK202310156052,153
EK202310207300,153
EK202310148098,153
EK202310236834,153
EK202310206502,153
EK202310232490,153
EK202310115920,153
EK202310155557,153
EK202310118792,153
EK202310213449,153
EK202310157956,153
EK202310202461,153
EK202310210080,153
EK202310123713,153
EK202310138636,153
EK202310197194,153
EK202310136131,153
EK202310194280,153
EK202310144073,153
EK202310196767,153
EK202310152659,153
EK202310119318,153
EK202310175079,153
EK202310246973,153
EK202310177069,153
EK202310228915,153
EK202310237967,153
EK202310004766,153
EK202310197580,153
EK202310163370,153
EK202310126258,143
EK202320006245,153
EK202310214455,153
EK202310225077,153
EK202310121345,153
EK202310118753,143
EK202310209148,153
EK202310235651,153
EK202310195584,153
EK202310131541,153
EK202310167958,153
EK202310232848,150
EK202310112373,153
EK202310247588,153
EK202310124781,153
EK202310187345,153
EK202310117200,153
EK202310103838,153
EK202310123310,153
EK202310193567,153
EK202310176987,153
EK202310217483,153
EK202310219653,153
EK202310189258,153
EK202310213235,153
EK202310148485,153
EK202310243846,153
EK202310157685,153
EK202310228217,153
EK202310167414,153
EK202310116553,153
EK202310154306,153
EK202310218246,153
EK202310214924,153
EK202310124301,153
EK202310132969,153
EK202310116665,143
EK202310126109,153
EK202310246626,153
EK202310165655,153
EK202310222900,153
EK202310183920,153
EK202310188655,153
EK202310140837,153
EK202310110105,153
EK202310166926,153
EK202310222571,153
EK202310130862,153
EK202310159918,153
EK202310191732,153
EK202310154430,153
EK202310209379,153
EK202310242826,153
EK202310127621,153
EK202310144269,153
EK202310168554,153
EK202310225096,143
EK202310004191,153
EK202310198832,153
EK202310166122,153
EK202310197812,153
EK202310173577,153
EK202310107780,153
EK202310200080,153
EK202310244832,153
EK202310153701,153
EK202310248897,153
EK202310238758,153
EK202310180956,153
EK202310133597,153
EK202310165926,153
EK202310113563,153
EK202310219177,153
EK202310215546,153
EK202310239803,153
EK202310170081,153
EK202310206625,153
EK202310104069,153
EK202310186393,153
EK202310173267,153
EK202310110426,153
EK202310164765,153
EK202310158220,153
EK202310168816,153
EK202310204071,153
EK202310157259,153
EK202310156843,153
EK202310223529,153
EK202310149961,153
EK202310108241,153
EK202310168245,153
EK202310191021,153
EK202310165776,153
EK202310172874,153
EK202310163779,153
EK202310188731,153
EK202310105850,153
EK202310129025,153
EK202310122251,153
EK202310233739,153
EK202310145467,153
EK202310125541,143
EK202310128736,153
EK202310157339,153
EK202310204674,153
EK202310199931,153
EK202310159776,153
EK202310233618,153
EK202310209554,153
EK202310147590,153
EK202310233558,153
EK202310141475,153
EK202310192184,153
EK202310121465,153
EK202310144674,153
EK202310225145,153
EK202310211862,153
EK202310218476,143
EK202310227106,153
EK202310184475,143
EK202310132027,153
EK202310134826,153
EK202310182784,153
EK202310236142,153
EK202310215997,153
EK202310218885,153
EK202310189497,153
EK202310242392,153
EK202310139831,153
EK202310159899,153
EK202320007536,153
EK202310205864,153
EK202310205412,153
EK202310178623,143
EK202310144137,153
EK202310156851,143
EK202310200692,153
EK202310221442,153
EK202310225402,153
EK202310128314,153
EK202310135585,153
EK202310230304,153
EK202310106564,153
EK202310195276,153
EK202310168561,153
EK202310238035,153
EK202310210412,153
EK202310193015,153
EK202310160429,153
EK202310203227,153
EK202310144260,143
EK202310231994,153
EK202310169556,153
EK202310112231,153
EK202310179305,143
EK202310111693,153
EK202310163778,153
EK202310197562,153
EK202310147780,153
EK202310165497,153
EK202310191527,143
EK202310106149,143
EK202310179787,153
EK202310247018,153
EK202310177578,153
EK202310138872,153
EK202310204378,153
EK202310146296,153
EK202310110160,153
EK202310179095,143
EK202310220481,143
EK202310227227,153
EK202310234336,153
EK202310145809,153
EK202310209306,153
EK202310225649,153
EK202310226704,153
EK202310157072,153
EK202310121530,153
EK202310165600,143
EK202310197233,153
EK202310184332,153
EK202310143743,153
EK202310154640,153
EK202310158286,153
EK202310123880,153
EK202310182423,153
EK202310124053,143
EK202310206144,153
EK202310140890,153
EK202310127015,153
EK202310134941,153
EK202310119304,153
EK202310212796,153
EK202310108377,153
EK202310174180,153
EK202310239157,153
EK202310216632,153
EK202310172285,153
EK202310150279,153
EK202310186491,150
EK202310197932,153
EK202310120172,153
EK202310216664,153
EK202320006884,153
EK202310178918,153
EK202310144935,143
EK202310141510,153
EK202310216762,143
EK202310106406,153
EK202310111996,153
EK202310208681,153
EK202310226247,153
EK202310113253,153
EK202310122999,153
EK202310155079,153
EK202310160222,153
EK202310210742,153
EK202310156801,153
EK202310159360,153
EK202310180024,153
EK202310213928,153
EK202310152334,153
EK202310245937,153
EK202310164808,153
EK202310146870,153
EK202310163950,153
EK202310195716,153
EK202310150305,153
EK202310229713,153
EK202310188916,153
EK202310121395,153
EK202310160376,153
EK202310244651,153
EK202310150169,153
EK202310110958,153
EK202310143966,153
EK202310221741,153
EK202310187012,153
EK202310193822,153
EK202310172094,153
EK202310178633,153
EK202310117674,153
EK202310133805,153
EK202310180948,153
EK202310203849,153
EK202310149491,153
EK202310216830,153
EK202310229432,153
EK202310109652,153
EK202310181925,143
EK202310196245,153
EK202310248098,153
EK202310183221,153
EK202310196195,153
EK202310197137,153
EK202310110247,153
EK202310144126,153
EK202310156911,153
EK202310224215,153
EK202310236337,153
EK202310188431,153
EK202310137114,153
EK202310115030,153
EK202310117460,153
EK202310162361,153
EK202310130281,153
EK202310148428,153
EK202310163311,153
EK202310145526,153
EK202310235374,153
EK202310156223,153
EK202310151269,143
EK202310150741,153
EK202310225372,153
EK202310133344,153
EK202310127071,153
EK202310152237,153
EK202310244229,153
EK202310167190,153
EK202310154488,153
EK202310211108,143
EK202310114416,153
EK202310222978,153
EK202310187337,153
EK202310195712,153
EK202310176238,153
EK202310204719,153
EK202310184298,143
EK202310215525,153
EK202310154861,146
EK202310200739,153
EK202310242424,153
EK202310247300,153
EK202310116475,153
EK202310225458,153
EK202310126918,153
EK202310185579,153
EK202310241455,153
EK202310209465,153
EK202310142842,153
EK202310185122,153
EK202310223530,143
EK202310188514,153
EK202310171731,153
EK202310130376,153
EK202310222189,150
EK202310106430,153
EK202310127369,153
EK202310236443,143
EK202310182405,153
EK202310210187,153
EK202310116888,143
EK202310173132,153
EK202310108743,153
EK202310125006,153
EK202310213574,153
EK202310165356,153
EK202310149418,153
EK202310198882,153
EK202310231320,153
EK202310205653,153
EK202310198599,153
EK202310199963,143
EK202310173699,153
EK202310245726,153
EK202320006040,153
EK202310154743,153
EK202310188160,143
EK202310214367,153
EK202310103702,153
EK202310127965,153
EK202310203245,153
EK202310139888,153
EK202310108972,153
EK202310004612,153
EK202310143552,153
EK202310120024,153
EK202310221518,153
EK202310180966,153
EK202310193489,153
EK202310117005,104
EK202310213271,123
EK202310120394,153
EK202310183259,153
EK202310125697,153
EK202310110553,153
EK202310150138,153
EK202310169349,153
EK202310224959,153
EK202310003872,153
EK202310189922,153
EK202310196746,153
EK202310189397,153
EK202310154076,153
EK202310003409,169
EK202310132461,153
EK202310114430,153
EK202310207939,143
EK202310219274,153
EK202310226342,153
EK202310127397,153
EK202310237125,153
EK202310214068,153
EK202310184942,153
EK202310113334,153
EK202310121808,153
EK202310134472,153
EK202310213189,143
EK202310200986,143
EK202310183319,153
EK202310138451,153
EK202310134480,153
EK202310248001,153
EK202310215511,153
EK202310148692,153
EK202310003356,153
EK202310186363,153
EK202310117649,153
EK202310107222,153
EK202310140103,143
EK202310162055,153
EK202310160543,153
EK202310104526,153
EK202310111072,153
EK202310144115,153
EK202310227753,153
EK202310168401,153
EK202310225278,153
EK202310121727,153
EK202310209068,153
EK202310117324,153
EK202310119649,153
EK202310154151,153
EK202310235668,153
EK202310197052,153
EK202310133218,153
EK202310228623,153
EK202310236771,143
EK202320007756,153
EK202310123680,153
EK202310153796,153
EK202310184256,153
EK202310189360,153
EK202310169170,153
EK202310238568,153
EK202310147463,153
EK202310246348,153
EK202310146645,153
EK202310112043,153
EK202310126693,153
EK202310105633,153
EK202310108187,153
EK202310142659,153
EK202310154109,153
EK202310187961,153
EK202310138151,153
EK202310145768,153
EK202310204437,153
EK202310234444,153
EK202310146920,153
EK202310191972,153
EK202310135664,153
EK202310136647,153
EK202310149136,153
EK202310004755,153
EK202310003806,153
EK202320005862,153
EK202310238222,153
EK202310165638,153
EK202310195278,143
EK202310191050,153
EK202310165081,153
EK202310141108,153
EK202310225501,153
EK202310190006,153
EK202310232901,153
EK202310183145,153
EK202310133834,153
EK202310111865,143
EK202310233162,153
EK202310144096,143
EK202310241460,153
EK202310148061,153
EK202310123096,153
EK202310168745,153
EK202310232533,153
EK202310238139,153
EK202310107671,153
EK202310003635,153
EK202310160939,153
EK202310165138,153
EK202310177363,153
EK202310140380,153
EK202310127640,153
EK202310145483,153
EK202310144142,143
EK202310182466,143
EK202310134774,153
EK202310239504,153
EK202310179694,153
EK202310105818,153
EK202310206801,153
EK202310133427,153
EK202310172349,143
EK202310144166,153
EK202310118960,104
EK202310199115,153
EK202310213777,153
EK202310232118,153
EK202310204757,153
EK202310241858,153
EK202310204589,153
EK202310224131,153
EK202310160384,153
EK202310158733,153
EK202310139320,143
EK202310186373,153
EK202310207408,153
EK202310202032,153
EK202310191726,153
EK202310237659,153
EK202310202929,153
EK202310138221,143
EK202310213944,153
EK202310217592,153
EK202310156873,153
EK202310154026,153
EK202310227896,153
EK202310165724,153
EK202310160534,153
EK202310238733,153
EK202310187242,153
EK202310160829,153
EK202310160276,153
EK202310137939,153
EK202310200291,104
EK202310238138,153
EK202310217144,153
EK202310196491,153
EK202320006298,153
EK202310228178,153
EK202310138802,153
EK202310240713,153
EK202310175243,153
EK202310207967,153
EK202310107352,153
EK202310211309,153
EK202310131783,153
EK202310166826,153
EK202310112512,153
EK202310153955,153
EK202310223762,153
EK202310220803,153
EK202310191806,153
EK202310139794,153
EK202310004495,153
EK202310165321,153
EK202310152644,153
EK202310107844,153
EK202310224636,153
EK202310182912,153
EK202310227725,153
EK202310129401,153
EK202310132710,143
EK202310167591,153
EK202310209362,153
EK202310191553,153
EK202310191129,153
EK202310229273,153
EK202310177141,153
EK202310210987,153
EK202310246808,153
EK202310186424,153
EK202310243671,153
EK202310157978,153
EK202310141176,153
EK202310166632,153
EK202310188518,153
EK202310176726,153
EK202310232858,153
EK202310203103,153
EK202310172581,153
EK202310129669,153
EK202310149026,153
EK202310151271,143
EK202310164311,153
EK202310193156,153
EK202310183315,153
EK202310129742,153
EK202310244163,153
EK202310162820,153
EK202310158627,153
EK202310195793,153
EK202310243898,153
EK202310211036,153
EK202310231066,153
EK202310188792,153
EK202310181166,153
EK202310240476,153
EK202310197771,153
EK202310141037,153
EK202310204780,153
EK202310191058,153
EK202310173228,153
EK202310197491,153
EK202310156720,153
EK202310244219,153
EK202310119128,153
EK202310241327,153
EK202310152238,153
EK202310179839,153
EK202310238196,153
EK202310153091,153
EK202320006753,153
EK202310123570,153
EK202310163341,153
EK202310162440,153
EK202310151053,153
EK202310188188,153
EK202310127289,153
EK202310248374,153
EK202310167393,153
EK202310192930,153
EK202310113187,153
EK202310174516,153
EK202310187588,153
EK202320007750,153
EK202310189741,153
EK202310174859,143
EK202310195086,153
EK202310183873,153
EK202310171631,153
EK202310123283,153
EK202320006306,153
EK202310139834,153
EK202310239785,153
EK202310153276,153
EK202310180328,153
EK202310207645,153
EK202310130192,153
EK202310154977,153
EK202310139793,153
EK202310243107,153
EK202310209482,153
EK202310241115,153
EK202310214880,153
EK202310240253,153
EK202310226088,153
EK202320006633,153
EK202310245104,153
EK202310112870,153
EK202310161734,153
EK202310225927,143
EK202310145336,153
EK202310137212,153
EK202310190306,153
EK202310172851,153
EK202310231101,153
EK202310212990,153
EK202310122658,153
EK202310176278,153
EK202310200882,153
EK202310152325,153
EK202310151272,153
EK202310194215,153
EK202310185678,153
EK202310243281,153
EK202310120514,104
EK202310126433,153
EK202310122944,153
EK202310236394,153
EK202310218087,153
EK202310151593,153
EK202310110201,153
EK202310131708,153
EK202310111333,153
EK202310183969,143
EK202310161113,153
EK202310184302,153
EK202310152148,153
EK202310236146,153
EK202310229823,153
EK202310133950,153
EK202310176959,153
EK202310003859,153
EK202310185070,153
EK202310004826,153
EK202310192593,153
EK202310212457,153
EK202310133750,153
EK202320007484,153
EK202310190675,153
EK202310129882,153
EK202310216142,153
EK202310197446,153
EK202310243332,153
EK202310139113,153
EK202320007314,153
EK202310192244,153
EK202310209792,153
EK202310218921,153
EK202310128700,153
EK202310219548,153
EK202310230864,153
EK202310141941,153
EK202310206423,143
EK202310188250,153
EK202310180278,153
EK202310123620,153
EK202310180928,143
EK202310148298,153
EK202310124265,153
EK202310125883,153
EK202310128123,153
EK202310234185,153
EK202310141809,153
EK202310125724,153
EK202320006085,153
EK202310232099,153
EK202310193331,153
EK202310205400,153
EK202310160975,153
EK202310203863,153
EK202310126413,153
EK202310118450,153
EK202310133563,153
EK202310239448,153
EK202310114694,137
EK202310158288,153
EK202310122422,153
EK202310235320,153
EK202310201960,104
EK202310194645,153
EK202310214962,153
EK202310247868,153
EK202310126826,153
EK202310120690,153
EK202320006557,153
EK202310224482,153
EK202310188666,153
EK202310167967,153
EK202310240200,153
EK202310183867,153
EK202310195682,153
EK202310108034,153
EK202310143324,153
EK202310139977,153
EK202310134578,153
EK202310003485,143
EK202310127332,153
EK202310195959,146
EK202310173389,153
EK202310120326,117
EK202310228101,153
EK202310194577,153
EK202310230845,153
EK202310144430,150
EK202310155784,153
EK202310160254,153
EK202310118458,150
EK202310134107,153
EK202310247672,153
EK202310233715,153
EK202310192802,153
EK202310226073,153
EK202310112128,153
EK202310214142,153
EK202310205070,153
EK202310191656,153
EK202310108700,153
EK202310121333,153
EK202310153942,153
EK202310228151,153
EK202310185062,153
EK202310133213,153
EK202310242233,153
EK202310143796,153
EK202310202444,153
EK202310166800,153
EK202310191020,153
EK202310122069,143
EK202310221793,153
EK202310235848,153
EK202310205016,153
EK202310119021,153
EK202310222995,153
EK202310114479,153
EK202310182453,153
EK202310143133,153
EK202310175194,153
EK202310144671,153
EK202310245023,153
EK202310144979,143
EK202310235216,153
EK202310247586,150
EK202310105223,153
EK202310163741,153
EK202310141732,153
EK202310142505,153
EK202310131799,153
EK202310209090,143
EK202310159139,153
EK202310214093,143
EK202310199515,143
EK202310228095,153
EK202310173578,153
EK202310170010,153
EK202310164861,153
EK202310167580,153
EK202310225936,153
EK202310147008,153
EK202310187537,153
EK202310170479,153
EK202310238268,153
EK202310231268,153
EK202310167280,153
EK202310203266,153
EK202310179810,153
EK202310107445,153
EK202310107969,153
EK202310127481,153
EK202310180706,153
EK202310125230,153
EK202310127751,143
EK202310172588,153
EK202310202984,153
EK202310104212,153
EK202310106923,153
EK202310147971,153
EK202310243146,153
EK202310171023,153
EK202310109775,153
EK202310205700,153
EK202310143997,153
EK202310132126,153
EK202310127316,153
EK202310107147,153
EK202310151185,153
EK202310228200,143
EK202310117856,153
EK202320005717,153
EK202310129616,153
EK202310232791,153
EK202310243834,153
EK202310246208,153
EK202310160233,153
EK202310149219,153
EK202310108589,143
EK202310204725,153
EK202310243502,153
EK202310114320,143
EK202310202291,153
EK202310237771,153
EK202310216760,153
EK202310244222,153
EK202310113733,153
EK202310138119,153
EK202310219085,153
EK202310153944,153
EK202310161644,153
EK202310204382,153
EK202310229663,143
EK202310156198,153
EK202310148211,143
EK202310152274,153
EK202310197042,153
EK202310163556,153
EK202310197960,153
EK202310232731,153
EK202310147947,153
EK202310144176,153
EK202310237272,153
EK202310195596,153
EK202310231682,153
EK202310114178,153
EK202310165798,153
EK202310177163,153
EK202310161995,153
EK202310130803,143
EK202310225601,143
EK202310139718,153
EK202310146622,153
EK202310113181,138
EK202310179401,153
EK202310202908,153
EK202310171925,139
EK202310136543,153
EK202310119266,153
EK202310144770,153
EK202310217594,153
EK202310224918,153
EK202310116728,153
EK202310136368,153
EK202310242872,153
EK202310226098,104
EK202310243029,153
EK202310234838,143
EK202310103797,153
EK202310159666,153
EK202310234494,153
EK202310134806,153
EK202310191437,153
EK202310125110,153
EK202310217366,153
EK202310191101,153
EK202310179382,153
EK202310137469,143
EK202310137658,153
EK202310134629,153
EK202310104525,143
EK202310151444,153
EK202310237636,153
EK202310143439,143
EK202310149845,153
EK202310128851,153
EK202310237330,143
EK202310117295,153
EK202310243270,153
EK202310187106,153
EK202310137652,153
EK202310217947,153
EK202310215368,153
EK202310113202,153
EK202310122109,153
EK202310121040,153
EK202310226711,153
EK202310132709,153
EK202310169984,153
EK202310198212,153
EK202310158003,153
EK202310214974,153
EK202310134360,153
EK202310178688,153
EK202310171682,153
EK202310103768,153
EK202310209555,153
EK202310151086,153
EK202310201836,153
EK202310174895,153
EK202310138537,153
EK202310111581,153
EK202310219638,153
EK202310154214,153
EK202310200463,153
EK202310172356,153
EK202310164996,153
EK202310140375,153
EK202310216009,114
EK202310113207,143
EK202310132100,153
EK202310126863,153
EK202310146868,153
EK202310108177,153
EK202310166280,153
EK202310182008,153
EK202310162197,153
EK202310147752,153
EK202310003947,153
EK202310176472,153
EK202310234387,153
EK202310170022,143
EK202310171056,153
EK202310180973,153
EK202310166464,153
EK202310123184,153
EK202310192128,153
EK202310207232,143
EK202310133397,153
EK202310113037,153
EK202320007617,153
EK202310128691,153
EK202310234443,153
EK202310163599,153
EK202310124529,153
EK202310195861,153
EK202310004652,153
EK202310128598,153
EK202310219754,153
EK202310153907,153
EK202310210564,153
EK202310119285,153
EK202310236273,104
EK202310205597,153
EK202310232930,153
EK202310191886,153
EK202310236382,117
EK202310174764,153
EK202310105490,153
EK202310177012,153
EK202310128378,153
EK202310165398,153
EK202310142395,153
EK202310220861,153
EK202310209523,143
EK202310122997,153
EK202310205282,153
EK202310131435,153
EK202310203906,153
EK202310236413,153
EK202310156951,153
EK202310106622,153
EK202310189975,153
EK202310225784,153
EK202310219294,153
EK202310105442,153
EK202310132208,153
EK202310105616,153
EK202310174736,153
EK202310196913,153
EK202310137961,143
EK202310176163,153
EK202310110032,104
EK202310157504,153
EK202310233635,153
EK202310248436,153
EK202310202168,153
EK202310155766,153
EK202310139190,153
EK202310178893,153
EK202310194060,153
EK202310118567,153
EK202310127903,153
EK202310236053,153
EK202310156969,153
EK202310113094,153
EK202310117682,153
EK202310175150,143
EK202310190181,153
EK202310144477,153
EK202310167953,153
EK202310123207,153
EK202310211120,153
EK202310158476,153
EK202310245986,153
EK202310141979,153
EK202310210627,153
EK202310131358,153
EK202310108863,143
EK202310106507,153
EK202310219636,153
EK202310206075,153
EK202310164374,153
EK202310247640,153
EK202310128033,153
EK202310202213,153
EK202320007199,153
EK202310148351,153
EK202310167191,153
EK202310191728,153
EK202310200275,143
EK202310240207,153
EK202310169132,153
EK202310144609,153
EK202310198534,153
EK202310117322,153
EK202310111311,153
EK202310132198,153
EK202310123213,153
EK202310175579,153
EK202310179611,153
EK202310162505,153
EK202310192578,153
EK202310106746,153
EK202310131965,153
EK202310193615,153
EK202310196394,153
EK202310219201,153
EK202310223123,153
EK202310193426,153
EK202310118739,153
EK202310106117,153
EK202310104981,153
EK202310210450,153
EK202310174407,153
EK202310104567,153
EK202310127432,153
EK202320005737,153
EK202310191941,153
EK202310153855,153
EK202310207694,153
EK202310227244,153
EK202310153520,153
EK202310160923,153
EK202310105321,153
EK202310134289,153
EK202310221860,153
EK202310127051,153
EK202310004011,123
EK202310106438,153
EK202310223885,153
EK202310147175,153
EK202310172305,153
EK202310233355,153
EK202310175639,153
EK202310119187,153
EK202310208266,153
EK202310218780,153
EK202310208314,153
EK202310231800,153
EK202310128055,153
EK202310239898,143
EK202310216957,153
EK202310209441,153
EK202310123208,153
EK202310209923,153
EK202310133751,153
EK202310245312,153
EK202310115764,153
EK202310207764,153
EK202310240599,153
EK202310147315,153
EK202310131500,153
EK202310176669,153
EK202310123945,153
EK202310209731,153
EK202310144605,153
EK202310122549,153
EK202310145497,153
EK202310140293,153
EK202310139650,153
EK202310157829,153
EK202310106995,153
EK202310124413,153
EK202310214088,153
EK202310164191,153
EK202310226197,153
EK202310004226,153
EK202310108441,153
EK202310135386,153
EK202310129306,153
EK202310235944,153
EK202310247944,153
EK202310165677,153
EK202310199534,153
EK202310126380,153
EK202310154011,153
EK202310132506,153
