example_id,x,TARGET
358,0.3580000102519989,0.7872177958488464
359,0.35899999737739563,0.7871465086936951
360,0.36000001430511475,0.7870749831199646
361,0.3610000014305115,0.787003219
362,0.3619999885559082,0.7869313359260559
363,0.3630000054836273,0.7868592143058777
364,0.36399999260902405,0.7867869734764099
365,0.36500000953674316,0.786714494
366,0.3659999966621399,0.7866417765617371
367,0.367000014,0.78656882
368,0.36800000071525574,0.7864958047866821
369,0.36899998784065247,0.7864224910736084
370,0.3700000047683716,0.7863489985466003
371,0.3709999918937683,0.786275327
372,0.3720000088214874,0.7862014174461365
373,0.37299999594688416,0.7861273884773254
374,0.37400001287460327,0.7860531210899353
375,0.375,0.7859786748886108
376,0.37599998712539673,0.7859039902687073
377,0.37700000405311584,0.7858291268348694
378,0.3779999911785126,0.7857540845870972
379,0.3790000081062317,0.7856788039207458
380,0.3799999952316284,0.785603404
381,0.38100001215934753,0.785527766
382,0.38199999928474426,0.7854518890380859
383,0.382999986,0.7853758931159973
384,0.3840000033378601,0.7852996587753296
385,0.38499999046325684,0.7852231860160828
386,0.38600000739097595,0.7851465940475464
387,0.3869999945163727,0.7850697636604309
388,0.3880000114440918,0.7849927544593811
389,0.3889999985694885,0.784915566
390,0.38999998569488525,0.7848381400108337
391,0.39100000262260437,0.7847605347633362
392,0.3919999897480011,0.7846827507019043
393,0.3930000066757202,0.7846047282218933
394,0.39399999380111694,0.784526527
395,0.39500001072883606,0.7844481468200684
396,0.3959999978542328,0.7843695878982544
397,0.3970000147819519,0.7842907905578613
398,0.39800000190734863,0.7842118144035339
399,0.39899998903274536,0.7841326594352722
400,0.4000000059604645,0.7840532660484314
401,0.4009999930858612,0.7839736938476562
402,0.4020000100135803,0.7838939428329468
403,0.40299999713897705,0.783814013
404,0.40400001406669617,0.7837338447570801
405,0.4050000011920929,0.7836534976959229
406,0.4059999883174896,0.7835729122161865
407,0.40700000524520874,0.7834922075271606
408,0.40799999237060547,0.7834112644195557
409,0.4090000092983246,0.7833301424980164
410,0.4099999964237213,0.7832488417625427
411,0.41100001335144043,0.783167303
412,0.41200000047683716,0.7830855250358582
413,0.4129999876022339,0.7830036282539368
414,0.414000005,0.7829214930534363
415,0.41499999165534973,0.7828392386436462
416,0.41600000858306885,0.7827567458152771
417,0.4169999957084656,0.7826740145683289
418,0.4180000126361847,0.7825911045074463
419,0.4189999997615814,0.7825080752372742
420,0.41999998688697815,0.7824247479438782
421,0.42100000381469727,0.7823412418365479
422,0.421999991,0.7822575569152832
423,0.4230000078678131,0.7821736931800842
424,0.42399999499320984,0.7820896506309509
425,0.42500001192092896,0.7820053696632385
426,0.4259999990463257,0.7819209098815918
427,0.4269999861717224,0.7818362712860107
428,0.42800000309944153,0.7817513942718506
429,0.42899999022483826,0.7816663980484009
430,0.4300000071525574,0.7815811038017273
431,0.4309999942779541,0.7814956903457642
432,0.4320000112056732,0.7814100384712219
433,0.43299999833106995,0.7813242077827454
434,0.4339999854564667,0.7812382578849792
435,0.4350000023841858,0.7811519503593445
436,0.4359999895095825,0.7810655832290649
437,0.43700000643730164,0.7809789776802063
438,0.43799999356269836,0.7808921337127686
439,0.4390000104904175,0.7808051705360413
440,0.4399999976158142,0.7807179689407349
441,0.4410000145435333,0.7806305885314941
442,0.44200000166893005,0.7805430293083191
443,0.4429999887943268,0.7804552316665649
444,0.4440000057220459,0.7803672552108765
445,0.4449999928474426,0.7802790999412537
446,0.44600000977516174,0.7801907062530518
447,0.44699999690055847,0.7801021933555603
448,0.4480000138282776,0.780013382
449,0.4490000009536743,0.7799244523048401
450,0.44999998807907104,0.7798352837562561
451,0.45100000500679016,0.7797459959983826
452,0.4519999921321869,0.7796564102172852
453,0.453000009,0.7795667052268982
454,0.45399999618530273,0.7794767618179321
455,0.45500001311302185,0.7793866395950317
456,0.4560000002384186,0.779296339
457,0.4569999873638153,0.7792057991027832
458,0.4580000042915344,0.7791151404380798
459,0.45899999141693115,0.7790242433547974
460,0.46000000834465027,0.7789331078529358
461,0.460999995,0.7788418531417847
462,0.4620000123977661,0.7787503600120544
463,0.46299999952316284,0.7786586880683899
464,0.46399998664855957,0.7785667777061462
465,0.4650000035762787,0.778474748
466,0.4659999907016754,0.7783824801445007
467,0.46700000762939453,0.7782899737358093
468,0.46799999475479126,0.7781973481178284
469,0.4690000116825104,0.7781044840812683
470,0.4699999988079071,0.7780115008354187
471,0.47099998593330383,0.777918279
472,0.47200000286102295,0.7778248190879822
473,0.4729999899864197,0.77773118
474,0.4740000069141388,0.7776374220848083
475,0.4749999940395355,0.7775433659553528
476,0.47600001096725464,0.7774491310119629
477,0.47699999809265137,0.7773547768592834
478,0.4779999852180481,0.7772601842880249
479,0.4790000021457672,0.7771653532981873
480,0.47999998927116394,0.7770704030990601
481,0.48100000619888306,0.7769752144813538
482,0.4819999933242798,0.7768798470497131
483,0.4830000102519989,0.7767843008041382
484,0.48399999737739563,0.7766885161399841
485,0.48500001430511475,0.7765925526618958
486,0.4860000014305115,0.77649641
487,0.4869999885559082,0.7764000296592712
488,0.4880000054836273,0.7763035297393799
489,0.48899999260902405,0.7762067914009094
490,0.49000000953674316,0.7761098742485046
491,0.4909999966621399,0.7760127782821655
492,0.492000014,0.7759154438972473
493,0.49300000071525574,0.7758179306983948
494,0.49399998784065247,0.7757202386856079
495,0.4950000047683716,0.7756223082542419
496,0.4959999918937683,0.7755242586135864
497,0.4970000088214874,0.7754259705543518
498,0.49799999594688416,0.7753275036811829
499,0.49900001287460327,0.7752287983894348
500,0.5,0.7751299738883972
501,0.5009999871253967,0.7750309109687805
502,0.5019999742507935,0.7749316096305847
503,0.503000021,0.7748321890830994
504,0.5040000081062317,0.7747325301170349
505,0.5049999952316284,0.7746326923370361
506,0.5059999823570251,0.7745327353477478
507,0.5070000290870667,0.7744324803352356
508,0.5080000162124634,0.7743320465087891
509,0.5090000033378601,0.7742314338684082
510,0.5099999904632568,0.774130642
511,0.5109999775886536,0.7740296721458435
512,0.5120000243186951,0.7739284634590149
513,0.5130000114440918,0.773827076
514,0.5139999985694885,0.7737255096435547
515,0.5149999856948853,0.7736237049102783
516,0.515999973,0.7735217809677124
517,0.5170000195503235,0.7734196186065674
518,0.5180000066757202,0.773317277
519,0.5189999938011169,0.7732147574424744
520,0.5199999809265137,0.7731119990348816
521,0.5210000276565552,0.7730090618133545
522,0.5220000147819519,0.7729059457778931
523,0.5230000019073486,0.7728026509284973
524,0.5239999890327454,0.7726991176605225
525,0.5249999761581421,0.7725954055786133
526,0.5260000228881836,0.7724915146827698
527,0.5270000100135803,0.7723874449729919
528,0.527999997,0.772283137
529,0.5289999842643738,0.7721786499023438
530,0.5299999713897705,0.7720739841461182
531,0.531000018,0.7719691395759583
532,0.5320000052452087,0.771864116
533,0.5329999923706055,0.7717588543891907
534,0.5339999794960022,0.771653414
535,0.5350000262260437,0.7715477347373962
536,0.5360000133514404,0.7714419364929199
537,0.5370000004768372,0.7713359594345093
538,0.5379999876022339,0.7712296843528748
539,0.5389999747276306,0.7711233496665955
540,0.5400000214576721,0.7710167169570923
541,0.5410000085830688,0.7709099650382996
542,0.5419999957084656,0.770802915
543,0.5429999828338623,0.7706958055496216
544,0.5440000295639038,0.7705883979797363
545,0.5450000166893005,0.7704808115959167
546,0.5460000038146973,0.7703731060028076
547,0.546999991,0.7702651619911194
548,0.5479999780654907,0.7701570391654968
549,0.5490000247955322,0.7700486779212952
550,0.550000012,0.7699401378631592
551,0.5509999990463257,0.7698314785957336
552,0.5519999861717224,0.769722581
553,0.5529999732971191,0.7696134448051453
554,0.5540000200271606,0.7695041298866272
555,0.5550000071525574,0.7693946361541748
556,0.5559999942779541,0.7692849636077881
557,0.5569999814033508,0.769175112
558,0.5580000281333923,0.7690650820732117
559,0.5590000152587891,0.7689548134803772
560,0.5600000023841858,0.7688443660736084
561,0.5609999895095825,0.7687336802482605
562,0.5619999766349792,0.768622875
563,0.5630000233650208,0.7685118913650513
564,0.5640000104904175,0.7684006094932556
565,0.5649999976158142,0.7682892680168152
566,0.5659999847412109,0.7681776881217957
567,0.5669999718666077,0.76806587
568,0.5680000185966492,0.7679538726806641
569,0.5690000057220459,0.7678416967391968
570,0.5699999928474426,0.7677293419837952
571,0.5709999799728394,0.7676167488098145
572,0.5720000267028809,0.7675040364265442
573,0.5730000138282776,0.7673910856246948
574,0.5740000009536743,0.7672779560089111
575,0.574999988,0.7671646475791931
576,0.5759999752044678,0.767051101
577,0.5770000219345093,0.7669374346733093
578,0.578000009,0.7668234705924988
579,0.5789999961853027,0.7667093873023987
580,0.5799999833106995,0.7665951251983643
581,0.5809999704360962,0.7664806246757507
582,0.5820000171661377,0.7663659453392029
583,0.5830000042915344,0.7662510871887207
584,0.5839999914169312,0.7661360502243042
585,0.5849999785423279,0.7660208344459534
586,0.5860000252723694,0.7659053802490234
587,0.5870000123977661,0.7657897472381592
588,0.5879999995231628,0.7656739354133606
589,0.5889999866485596,0.7655579447746277
590,0.5899999737739563,0.7654417157173157
591,0.5910000205039978,0.7653253078460693
592,0.5920000076293945,0.7652087211608887
593,0.5929999947547913,0.7650919556617737
594,0.593999982,0.7649750113487244
595,0.5950000286102295,0.764857829
596,0.5960000157356262,0.764740527
597,0.597000003,0.7646229863166809
598,0.5979999899864197,0.7645052671432495
599,0.5989999771118164,0.76438731
600,0.6000000238418579,0.764269233
601,0.6010000109672546,0.7641509175300598
602,0.6019999980926514,0.7640324234962463
603,0.6029999852180481,0.7639137506484985
604,0.6039999723434448,0.7637948393821716
605,0.6050000190734863,0.7636757493019104
606,0.6060000061988831,0.7635564804077148
607,0.6069999933242798,0.763437033
608,0.6079999804496765,0.7633174061775208
609,0.609000027,0.7631976008415222
610,0.6100000143051147,0.7630775570869446
611,0.6110000014305115,0.7629573345184326
612,0.6119999885559082,0.7628369331359863
613,0.6129999756813049,0.7627163529396057
614,0.6140000224113464,0.7625955939292908
615,0.6150000095367432,0.7624745965003967
616,0.6159999966621399,0.7623534202575684
617,0.6169999837875366,0.7622320652008057
618,0.6179999709129333,0.7621105313301086
619,0.6190000176429749,0.7619888186454773
620,0.6200000047683716,0.7618668675422668
621,0.6209999918937683,0.7617447376251221
622,0.621999979,0.761622429
623,0.6230000257492065,0.7614999413490295
624,0.6240000128746033,0.7613772749900818
625,0.625,0.7612543702125549
626,0.6259999871253967,0.7611312866210938
627,0.6269999742507935,0.7610080242156982
628,0.628000021,0.7608845829963684
629,0.6290000081062317,0.7607609629631042
630,0.6299999952316284,0.760637105
631,0.6309999823570251,0.7605130672454834
632,0.6320000290870667,0.7603888511657715
633,0.6330000162124634,0.7602644562721252
634,0.6340000033378601,0.7601398825645447
635,0.6349999904632568,0.7600151300430298
636,0.6359999775886536,0.7598901391029358
637,0.6370000243186951,0.7597649693489075
638,0.6380000114440918,0.7596396207809448
639,0.6389999985694885,0.7595140337944031
640,0.6399999856948853,0.7593883872032166
641,0.640999973,0.7592624425888062
642,0.6420000195503235,0.7591363191604614
643,0.6430000066757202,0.7590100169181824
644,0.6439999938011169,0.758883536
645,0.6449999809265137,0.7587568163871765
646,0.6460000276565552,0.7586299777030945
647,0.6470000147819519,0.7585029006004333
648,0.6480000019073486,0.7583756446838379
649,0.6489999890327454,0.7582482695579529
650,0.6499999761581421,0.758120596
651,0.6510000228881836,0.7579927444458008
652,0.6520000100135803,0.757864773
653,0.652999997,0.7577365636825562
654,0.6539999842643738,0.757608175
655,0.6549999713897705,0.7574796080589294
656,0.656000018,0.7573508620262146
657,0.6570000052452087,0.7572218775749207
658,0.6579999923706055,0.7570927143096924
659,0.6589999794960022,0.7569634318351746
660,0.6600000262260437,0.7568339109420776
661,0.6610000133514404,0.7567041516304016
662,0.6620000004768372,0.756574273
663,0.6629999876022339,0.7564441561698914
664,0.6639999747276306,0.7563139200210571
665,0.6650000214576721,0.7561834454536438
666,0.6660000085830688,0.7560527920722961
667,0.6669999957084656,0.7559219598770142
668,0.6679999828338623,0.7557908892631531
669,0.6690000295639038,0.7556596994400024
670,0.6700000166893005,0.7555282711982727
671,0.6710000038146973,0.7553966641426086
672,0.671999991,0.7552648782730103
673,0.6729999780654907,0.7551328539848328
674,0.6740000247955322,0.7550007104873657
675,0.675000012,0.7548683881759644
676,0.6759999990463257,0.7547358274459839
677,0.6769999861717224,0.7546030879020691
678,0.6779999732971191,0.75447017
679,0.6790000200271606,0.7543370127677917
680,0.6800000071525574,0.754203737
681,0.6809999942779541,0.7540702223777771
682,0.6819999814033508,0.7539365887641907
683,0.6830000281333923,0.7538027167320251
684,0.6840000152587891,0.7536686658859253
685,0.6850000023841858,0.7535344362258911
686,0.6859999895095825,0.7534000277519226
687,0.6869999766349792,0.7532653212547302
688,0.6880000233650208,0.7531305551528931
689,0.6890000104904175,0.7529955506324768
690,0.6899999976158142,0.7528603672981262
691,0.6909999847412109,0.7527250051498413
692,0.6919999718666077,0.7525894045829773
693,0.6930000185966492,0.7524536848068237
694,0.6940000057220459,0.7523177862167358
695,0.6949999928474426,0.7521816492080688
696,0.6959999799728394,0.7520453333854675
697,0.6970000267028809,0.7519087791442871
698,0.6980000138282776,0.7517721056938171
699,0.6990000009536743,0.7516352534294128
700,0.699999988,0.7514981627464294
701,0.7009999752044678,0.7513609528541565
702,0.7020000219345093,0.7512235045433044
703,0.703000009,0.7510858774185181
704,0.7039999961853027,0.7509480714797974
705,0.7049999833106995,0.7508100867271423
706,0.7059999704360962,0.7506718635559082
707,0.7070000171661377,0.7505334615707397
708,0.7080000042915344,0.750394881
709,0.7089999914169312,0.7502561211585999
710,0.7099999785423279,0.7501172423362732
711,0.7110000252723694,0.7499780654907227
712,0.7120000123977661,0.7498387694358826
713,0.7129999995231628,0.7496992945671082
714,0.7139999866485596,0.7495595812797546
715,0.7149999737739563,0.7494196891784668
716,0.7160000205039978,0.7492796182632446
717,0.7170000076293945,0.7491393685340881
718,0.7179999947547913,0.7489989399909973
719,0.718999982,0.7488582730293274
720,0.7200000286102295,0.7487174868583679
721,0.7210000157356262,0.7485764622688293
722,0.722000003,0.7484352588653564
723,0.7229999899864197,0.7482938766479492
724,0.7239999771118164,0.7481523752212524
725,0.7250000238418579,0.7480105757713318
726,0.7260000109672546,0.7478686571121216
727,0.7269999980926514,0.7477265000343323
728,0.7279999852180481,0.7475842237472534
729,0.7289999723434448,0.7474417090415955
730,0.7300000190734863,0.7472990155220032
731,0.7310000061988831,0.7471561431884766
