file,label
90d119d25.png,Common Chickweed
86c309150.png,Fat Hen
311571958228423005463719291182794896287.png,cow
197668243924729768062177942273393120828.png,cow
809eb0b82.png,Charlock
25a4c427e.png,Loose Silky-bent
37714071b.png,Common Chickweed
d9c50616e.png,Sugar beet
98d819587.png,Common Chickweed
82b5f4d33.png,Shepherds Purse
fa9f3a8f9.png,Cleavers
a169b71e7.png,Charlock
5ee9d0a5b.png,Loose Silky-bent
249451222255011971456357460003031103449.png,cow
35cf9fa01.png,Shepherds Purse
110611044018222634138856823020713578824.png,cat
ab0f67743.png,Loose Silky-bent
752101fdf.png,Small-flowered Cranesbill
146785100480898461107064555952020161494.png,cow
88d8a4508.png,Common wheat
ad12382d4.png,Loose Silky-bent
e9d48d664.png,Shepherds Purse
335273078026111927237395298180343749182.png,dog
0caeda5df.png,Common wheat
b98327bf4.png,Scentless Mayweed
4c5ab9b68.png,Cleavers
647689543.png,Loose Silky-bent
199407958516455386162422016010830148639.png,cow
948cdb277.png,Cleavers
c35efa095.png,Scentless Mayweed
7615e52d3.png,Cleavers
df11d56a7.png,Sugar beet
604dd663f.png,Shepherds Purse
0d117d910.png,Common Chickweed
b7192c70f.png,Common wheat
4c7838de4.png,Common Chickweed
203805660439442335201150329870714860334.png,cow
11816076994895324649934163808334277882.png,cow
acdb75e00.png,Loose Silky-bent
98da6ef4e.png,Common Chickweed
38c054379.png,Fat Hen
593896f83.png,Common Chickweed
2693e5c65.png,Maize
98579764887662716283988121658046843319.png,cow
e88bf0db9.png,Small-flowered Cranesbill
c26ccf73c.png,Common Chickweed
e5368474f.png,Scentless Mayweed
7b21ba6ba.png,Common Chickweed
699d3c707.png,Sugar beet
406ecb5c5.png,Charlock
19e58cc5e.png,Common Chickweed
76555b064.png,Loose Silky-bent
274372570541658989154427999749713792787.png,cat
d689256be.png,Fat Hen
5c3cd7ea2.png,Scentless Mayweed
bb20fce02.png,Common Chickweed
af45e222a.png,Scentless Mayweed
5bd71f445.png,Common Chickweed
8c9953903.png,Fat Hen
0ad9e7dfb.png,Maize
24a058589.png,Charlock
207124969784208891168375283776935742454.png,Loose Silky-bent
fea355851.png,Loose Silky-bent
25cf6eb73.png,Maize
c2de6020a.png,Small-flowered Cranesbill
da713c465.png,Loose Silky-bent
171720249867167170640390438502627974069.png,cow
79fba50db.png,Common Chickweed
52509726095920577976850197126416349547.png,cat
e19673dc9.png,Charlock
c0f5d9ac8.png,Loose Silky-bent
30ad31220.png,Charlock
b215531dd.png,Cleavers
16467a950.png,Loose Silky-bent
33748968f.png,Cleavers
37e545a60.png,Common Chickweed
1e095a7e1.png,Loose Silky-bent
026716f9b.png,Loose Silky-bent
aee6fa3df.png,Loose Silky-bent
11d3f68ff.png,Loose Silky-bent
085974290.png,Common Chickweed
13b9fa92d.png,Sugar beet
be341dbdc.png,Loose Silky-bent
d8f4923f8.png,Common Chickweed
d668409ff.png,Fat Hen
338067903126998569237742935116002452917.png,cat
0c4199daa.png,Loose Silky-bent
0ee4ad224.png,Common Chickweed
d2f422ccb.png,Common Chickweed
d2f0f326e.png,Black-grass
00ef713a8.png,Common Chickweed
106969068951140273655041470296347064369.png,cat
a19c3faca.png,Small-flowered Cranesbill
df7cb5f87.png,Common Chickweed
82878454518725124540355488923463334419.png,cat
a060c1cf8.png,Maize
8f523520c.png,Shepherds Purse
30846890120582397950082072328896402690.png,horse
327899408026058550571264798310392256142.png,cow
0a64e3e6c.png,Loose Silky-bent
e921021a8.png,Fat Hen
53ceb4657.png,Common Chickweed
e1809cef2.png,Scentless Mayweed
785a73ab8.png,Common Chickweed
32a8c8a1d.png,Loose Silky-bent
cfd8165e9.png,Charlock
69d1669f8.png,Small-flowered Cranesbill
e1abb4ff9.png,Sugar beet
252851447096038123213788688169590275512.png,horse
521b27a17.png,Loose Silky-bent
e98e5d1d5.png,Loose Silky-bent
9aa5587fe.png,Loose Silky-bent
258b1183c.png,Common wheat
b31292706.png,Common Chickweed
1541bdb2e.png,Maize
41f1c3cdb.png,Fat Hen
c64370a72.png,Sugar beet
99290367983953612964997061525471858911.png,cow
52a87abe5.png,Fat Hen
268466161340733945642407791701377458241.png,cat
b5c7fd009.png,Loose Silky-bent
5bbc0a255.png,Common Chickweed
90b595f12.png,Common Chickweed
5bdcfa329.png,Loose Silky-bent
a9d2eab61.png,Loose Silky-bent
60ee66ddd.png,Cleavers
03a2ee656.png,Small-flowered Cranesbill
01291174f.png,Fat Hen
a3b375b34.png,Loose Silky-bent
0ae6668fa.png,Loose Silky-bent
b4c3df835.png,Common Chickweed
a3d0031fd.png,Loose Silky-bent
6da892be6.png,Small-flowered Cranesbill
eef131644.png,Loose Silky-bent
456d507c0.png,Cleavers
c6c8d4ba0.png,Loose Silky-bent
a85fc8c9a.png,Small-flowered Cranesbill
d6d31dcbe.png,Common Chickweed
cadab6616.png,Common Chickweed
60fea2ef6.png,Sugar beet
3eebd36c6.png,Charlock
129912795065426341768877479705680766581.png,dog
323408344544652499497775096969478523194.png,dog
1f290e016.png,Common Chickweed
20f983a71.png,Fat Hen
f33e9d918.png,Scentless Mayweed
cb76a7766.png,Fat Hen
5a6bf96f6.png,Maize
958bb9e96.png,Charlock
bb1c84bbc.png,Loose Silky-bent
d6c8c3c48.png,Small-flowered Cranesbill
c06e7c748.png,Scentless Mayweed
6df8e31ea.png,Cleavers
9b9911f20.png,Common Chickweed
310516026735076971327010957131643477302.png,dog
897e5a8de.png,Cleavers
664194d19.png,Small-flowered Cranesbill
04814f36d.png,Common Chickweed
4e18ab737.png,Cleavers
75292165844306098058798030144890044057.png,cow
f4e7733d4.png,Small-flowered Cranesbill
fbf88b6be.png,Charlock
54c8bb900.png,Charlock
f2dc546ca.png,Cleavers
4b032563b.png,Common Chickweed
df521c0c0.png,Loose Silky-bent
808cf55c6.png,Fat Hen
204381697197705326838190503222793443851.png,dog
da4ed3a28.png,Charlock
ae90f2827.png,Common Chickweed
cfb18d262.png,Common Chickweed
36211170707286219341195983444241060422.png,cow
fa5fd1384.png,Common Chickweed
c7ae30f3a.png,Scentless Mayweed
a254d71f6.png,Loose Silky-bent
eaf0815e2.png,Small-flowered Cranesbill
c63da993b.png,Fat Hen
1b6a6494d.png,Sugar beet
166441517905955823139547549624675940523.png,cow
20ea96bcc.png,Fat Hen
2d5058a59.png,Common Chickweed
168385630382723891591620139842599285701.png,cow
223e4af09.png,Cleavers
da231c97f.png,Common Chickweed
8e3ed0a25.png,Small-flowered Cranesbill
d93c7ab6d.png,Loose Silky-bent
a800caead.png,Sugar beet
490c4f9c8.png,Fat Hen
f445fe6fb.png,Charlock
03e322a29.png,Sugar beet
446f7da01.png,Loose Silky-bent
300859693147928303462439014372810168619.png,cow
4049a6ea6.png,Loose Silky-bent
1934602282905564411137564382967371979.png,cat
8874bba69.png,Loose Silky-bent
6982a9d30.png,Small-flowered Cranesbill
272052943815228679401343895304689918359.png,cat
115f93ecc.png,Loose Silky-bent
219455120290804822669302628899595226286.png,cat
f4ad9d950.png,Sugar beet
a38b8a581.png,Small-flowered Cranesbill
99036c51d.png,Loose Silky-bent
dfb1d9012.png,Loose Silky-bent
f351ce097.png,Loose Silky-bent
14bb43eee.png,Common wheat
25124888688781975905622243339168702167.png,Loose Silky-bent
855955aaf.png,Small-flowered Cranesbill
cf3a8b2fd.png,Loose Silky-bent
122913909.png,Maize
099b961ec.png,Common Chickweed
b03397525.png,Loose Silky-bent
cd6adba97.png,Small-flowered Cranesbill
17d5e5ac4.png,Loose Silky-bent
ef9676433.png,Charlock
4ac29bbf0.png,Common Chickweed
f9f35cbd4.png,Common Chickweed
3e9f41817.png,Loose Silky-bent
fc6f686fb.png,Sugar beet
0dba99002.png,Sugar beet
86676d627.png,Loose Silky-bent
0f6cbe5e8.png,Maize
d01873fdd.png,Loose Silky-bent
fdea6b119.png,Loose Silky-bent
506347cfe.png,Maize
60685184629783975228902220329011389722.png,cow
953496deb.png,Fat Hen
1cfd91582.png,Charlock
270b939cf.png,Common Chickweed
26852751a.png,Charlock
248436078.png,Cleavers
163695579935400027337996780584674285580.png,cow
192968486686556129701619561901370849000.png,cat
b0acaff4a.png,Loose Silky-bent
8d6991365.png,Loose Silky-bent
17a78fb44.png,Common wheat
56a01b835.png,Fat Hen
1623fb9e1.png,Fat Hen
9c0c5b731.png,Loose Silky-bent
9c8b08a24.png,Loose Silky-bent
8db450ce3.png,Common Chickweed
07e62f903.png,Maize
06d12f6fa.png,Shepherds Purse
da5255450.png,Common Chickweed
52dc7a4d6.png,Common Chickweed
8b27bfd2b.png,Small-flowered Cranesbill
b145ba9d4.png,Scentless Mayweed
77ccb8b2a.png,Small-flowered Cranesbill
a7bd7cadb.png,Fat Hen
de0b79659.png,Fat Hen
177d7e2a4.png,Common Chickweed
2dd5cfba9.png,Common Chickweed
50de8a115.png,Common Chickweed
976e4e079.png,Common Chickweed
22fbf13d6.png,Loose Silky-bent
c7eb96871.png,Common wheat
c8f50f0c3.png,Common wheat
39020541516125191390856189913208363630.png,cat
124047223733496743652165022394853255380.png,Maize
46c14fde2.png,Loose Silky-bent
ffc6f8527.png,Common wheat
8cfd98117.png,Scentless Mayweed
cbe761896.png,Charlock
79920487282616616957785964286422285560.png,cow
8ca6140ca.png,Black-grass
277342999464856792510834293312872414793.png,cow
b130a0632.png,Cleavers
8e29abce1.png,Common Chickweed
6b721f68e.png,Loose Silky-bent
dc55449b2.png,Sugar beet
8104422bb.png,Common Chickweed
8ece6efec.png,Scentless Mayweed
55251925f.png,Common Chickweed
79dafec17.png,Loose Silky-bent
8d6acbe9b.png,Common Chickweed
165697452593065637739550612453914041943.png,horse
2f246d688.png,Small-flowered Cranesbill
41e07778c.png,Cleavers
d6d80a321.png,Scentless Mayweed
241e6935a.png,Fat Hen
71b232519.png,Loose Silky-bent
b341d0aab.png,Common Chickweed
79e5ea8fa.png,Common wheat
1f5e5554e.png,Small-flowered Cranesbill
24d78df74.png,Common Chickweed
59358cd44.png,Small-flowered Cranesbill
f25996db8.png,Small-flowered Cranesbill
7e9cf1c46.png,Common Chickweed
e5e3dccff.png,Common wheat
615d2b0a9.png,Sugar beet
e5881dd33.png,Fat Hen
0ebf8f2f4.png,Maize
d09d24c58.png,Loose Silky-bent
063363305.png,Small-flowered Cranesbill
248173364742838721675489634048745283488.png,Charlock
beebe5f4e.png,Scentless Mayweed
d515398fd.png,Loose Silky-bent
79d93bc96.png,Loose Silky-bent
81820588195773871709617053255895796936.png,dog
258631332018335530473018258544371337604.png,cat
158015087220133722354507397127581689790.png,cat
7cabd68cc.png,Loose Silky-bent
71334c634.png,Maize
5315c2dca.png,Loose Silky-bent
55fed435f.png,Maize
e6f1211a2.png,Sugar beet
aad8375e0.png,Small-flowered Cranesbill
4823c3ffa.png,Loose Silky-bent
59f62ad1d.png,Loose Silky-bent
b6f3d8b5d.png,Scentless Mayweed
f3fcfff1b.png,Cleavers
e7077322d.png,Common Chickweed
2533256648758739248155804939325373193.png,cow
fb022edf9.png,Fat Hen
3fbf1a417.png,Cleavers
abf8b0772.png,Scentless Mayweed
c60e91e07.png,Loose Silky-bent
e84464f5a.png,Cleavers
306038077356851448863259538347164838114.png,cow
33448fe39.png,Loose Silky-bent
c069fc3fa.png,Fat Hen
6908fb540.png,Sugar beet
55a852f40.png,Common Chickweed
bb7621cb3.png,Fat Hen
780bd2a2c.png,Sugar beet
ec08a5d56.png,Common Chickweed
8bc0261c9.png,Loose Silky-bent
b30ab4659.png,Cleavers
071cb3ece.png,Fat Hen
154724755307757630427856846047520394512.png,dog
e1a0e3202.png,Loose Silky-bent
171099943741832123027355289862837280713.png,cat
550a8b7e6.png,Small-flowered Cranesbill
77360151594581870619931401915376057672.png,cow
a4b61a4ea.png,Loose Silky-bent
9a3f20121.png,Loose Silky-bent
276249131300663132701713329212435180433.png,cow
b3e08b037.png,Fat Hen
f6d250856.png,Common Chickweed
0e8492cb1.png,Maize
1fefb54b7.png,Fat Hen
ef3e232ad.png,Common Chickweed
5817b766d.png,Common Chickweed
fadc6adbc.png,Charlock
cc74feadc.png,Loose Silky-bent
007b3da8b.png,Sugar beet
8455169fe.png,Common wheat
fba8fc78a.png,Loose Silky-bent
391dcd7fd.png,Black-grass
b7ad92859.png,Small-flowered Cranesbill
5883b423d.png,Scentless Mayweed
dabe3e5be.png,Small-flowered Cranesbill
39d569be4.png,Loose Silky-bent
5bc6595f6.png,Maize
d17f48d3b.png,Scentless Mayweed
6d6eb3830.png,Shepherds Purse
da9ef7858.png,Charlock
ac75d3326.png,Loose Silky-bent
3edf5e9ef.png,Sugar beet
184823180061507477615223147578186422542.png,cat
24c94a6ca.png,Sugar beet
3fbd0fc6a.png,Common Chickweed
d102e1a15.png,Cleavers
5b3beec58.png,Loose Silky-bent
209991932795420662149560461401859474191.png,dog
155756667098961875765933154970540649956.png,cow
3281183f9.png,Scentless Mayweed
114928248151480809544723696673666065832.png,cow
1b490196c.png,Shepherds Purse
cbba27d89.png,Maize
721be0a4a.png,Loose Silky-bent
adb7a032c.png,Loose Silky-bent
138087630898562419769770784939807813111.png,cat
61dd2cdc5.png,Common wheat
3eda9cbb6.png,Scentless Mayweed
6bce55e05.png,Cleavers
88ac6df54.png,Loose Silky-bent
5e6a237f2.png,Sugar beet
4280164400535057109286884511271219794.png,dog
219fd68d5.png,Scentless Mayweed
57763307770861539621564823814776214127.png,Black-grass
5296835a0.png,Small-flowered Cranesbill
2406d6c99.png,Common Chickweed
8585f9718.png,Loose Silky-bent
8170d33c1.png,Maize
d89db156f.png,Small-flowered Cranesbill
e80a259c5.png,Small-flowered Cranesbill
f4234cf4f.png,Fat Hen
e82017baa.png,Loose Silky-bent
239bdf640.png,Charlock
216086960249390153242908794497879657166.png,dog
33317fc2a.png,Fat Hen
100678009896320647899893409088656908765.png,horse
6802506029821315220865816476049833091.png,cow
bf3924a57.png,Common Chickweed
19b51843a.png,Common Chickweed
539961189.png,Common Chickweed
4287d810c.png,Common Chickweed
dce2f6612.png,Common Chickweed
304134872278207184283087089127775511200.png,cat
9643fc5f4.png,Charlock
22e79540f.png,Cleavers
856f2910a.png,Small-flowered Cranesbill
f0ffa00bd.png,Common Chickweed
a85b48a95.png,Scentless Mayweed
8c98a6e9b.png,Loose Silky-bent
fea1d13d6.png,Common Chickweed
207375459522060103334423353450491069833.png,dog
44e8b8833.png,Small-flowered Cranesbill
892e9d6c6.png,Common Chickweed
8a30b2de3.png,Sugar beet
16fd2e01a.png,Small-flowered Cranesbill
218572383383613116731843791557167533814.png,cow
1bf9b94a6.png,Scentless Mayweed
1d48b7564.png,Loose Silky-bent
9d79a1f0c.png,Small-flowered Cranesbill
abc331628.png,Common wheat
fc3e58836.png,Scentless Mayweed
65489944f.png,Shepherds Purse
77641762340000575402719745289950213964.png,cat
3185294c8.png,Scentless Mayweed
313231939987799596951903524823531770007.png,Loose Silky-bent
bffc08672.png,Scentless Mayweed
a0f37c726.png,Small-flowered Cranesbill
4b155fb07.png,Maize
140857853165198415574902366279087906293.png,cow
5a38ac566.png,Loose Silky-bent
974959ec1.png,Common wheat
55920f07f.png,Maize
c0d9e170b.png,Small-flowered Cranesbill
b573b7a56.png,Loose Silky-bent
16568802823399926537993912978242608531.png,cow
e721c6ac8.png,Loose Silky-bent
110408828332335439225773811218593171507.png,cow
d488a4fe1.png,Common wheat
5ca2687a4.png,Maize
9b4800b42.png,Charlock
ba3ce6b3e.png,Scentless Mayweed
5af1d74ee.png,Sugar beet
337621120724960212018107073797143581345.png,cow
e5297b675.png,Loose Silky-bent
47b7d8e17.png,Small-flowered Cranesbill
d09275360.png,Sugar beet
fd87b36ae.png,Loose Silky-bent
0885e7690.png,Common Chickweed
1c52ea820.png,Fat Hen
48d97c645.png,Small-flowered Cranesbill
99569b224.png,Common wheat
f1f7c833f.png,Shepherds Purse
104683525912619422361857060634408985829.png,dog
c0bc3997b.png,Scentless Mayweed
141288964762857107986328591477323779391.png,cow
a74bf916d.png,Shepherds Purse
2d992d1fb.png,Loose Silky-bent
c50335991.png,Fat Hen
a83820a2c.png,Sugar beet
862b8e7a0.png,Sugar beet
204914159507302442852853896207647602575.png,dog
7f46a71db.png,Sugar beet
29f49cd0b.png,Fat Hen
29bab7cad.png,Common Chickweed
cc3d2a59a.png,Sugar beet
ef7a5651d.png,Scentless Mayweed
aa7d098d1.png,Common Chickweed
17529c555.png,Scentless Mayweed
9df3275da.png,Small-flowered Cranesbill
bebcaab66.png,Common Chickweed
329665165222156222666556764282954555838.png,cow
96f14d90c.png,Sugar beet
f48916a8c.png,Scentless Mayweed
e4d5ec761.png,Loose Silky-bent
4c8005bbc.png,Loose Silky-bent
a8388a37f.png,Fat Hen
29ce426a1.png,Common Chickweed
b47691c08.png,Scentless Mayweed
323962859341397187559733874890643216236.png,horse
fda39e16f.png,Loose Silky-bent
995c7ab1e.png,Loose Silky-bent
63c07d340.png,Sugar beet
279df95f2.png,Sugar beet
3f92d8039.png,Loose Silky-bent
271476766091276706152172533427464969228.png,Black-grass
56112b92c.png,Small-flowered Cranesbill
2f0004a7f.png,Common wheat
866be78b0.png,Common Chickweed
8a4d3a1b1.png,Loose Silky-bent
1c680883c.png,Loose Silky-bent
305211207627370030117762132248380875948.png,Loose Silky-bent
43093308851330361115509807808566775544.png,cow
20817c846.png,Scentless Mayweed
2b55a2da2.png,Charlock
592cc5b89.png,Loose Silky-bent
197949903143766509354888794770564649727.png,cat
200139867815805863838338836300541656717.png,cow
35a90f8d0.png,Scentless Mayweed
a8b431a3e.png,Sugar beet
7c85b0265.png,Loose Silky-bent
8311740de.png,Fat Hen
23e480e64.png,Common Chickweed
e15fce4f2.png,Scentless Mayweed
4bcdaa5e2.png,Shepherds Purse
410e6f702.png,Small-flowered Cranesbill
333263032901858711224355406604764742660.png,cat
3a909ead8.png,Small-flowered Cranesbill
187668bde.png,Scentless Mayweed
32b42c120.png,Small-flowered Cranesbill
39c8fde99.png,Loose Silky-bent
0911d3dee.png,Common Chickweed
a8de7c1b7.png,Loose Silky-bent
c5078bac5.png,Loose Silky-bent
edfdb4aeb.png,Common Chickweed
d5f7dd60a.png,Scentless Mayweed
efe19dc32.png,Charlock
ac3193f78.png,Common Chickweed
74fd477eb.png,Common Chickweed
5dcad9a53.png,Small-flowered Cranesbill
4392d93cf.png,Fat Hen
222213340463524013031035623127471049874.png,cat
0fb233ad6.png,Small-flowered Cranesbill
0625f063b.png,Common Chickweed
d350a25fa.png,Common Chickweed
73260a4ee.png,Fat Hen
f4caf74f9.png,Small-flowered Cranesbill
bfab3e3d0.png,Sugar beet
fe29629fb.png,Loose Silky-bent
a74d475c2.png,Common Chickweed
e19ad6ac9.png,Charlock
e3f50adfc.png,Cleavers
6db684fff.png,Scentless Mayweed
126a71ce0.png,Charlock
f4021df6c.png,Fat Hen
1459e96a0.png,Cleavers
3d67c434b.png,Fat Hen
8301b0547.png,Charlock
d2fd9df40.png,Loose Silky-bent
afa446484.png,Small-flowered Cranesbill
32c86784b.png,Common Chickweed
133841806823844001284779128832235658927.png,dog
dd5ec63d9.png,Sugar beet
8e4eaeec0.png,Common Chickweed
112485258353284290672019959199048368754.png,cat
3f64c2c1b.png,Common wheat
116b136de.png,Sugar beet
156501488117142425871132707485449087127.png,cat
686dc7ec8.png,Loose Silky-bent
9d3cb4745.png,Common wheat
558aa7deb.png,Loose Silky-bent
234860784261611515975235099606951230192.png,cat
00c47e980.png,Sugar beet
632156793.png,Cleavers
5ca0205f9.png,Charlock
90792613204647310434032512253572752883.png,cow
8e2e5604e.png,Sugar beet
36ed4f215.png,Common Chickweed
0c5f6c493.png,Loose Silky-bent
20e562fd5.png,Sugar beet
